time,open,high,low,close,tick_volume
1757066400,1.34560,1.34583,1.34501,1.34536,713
1757067300,1.34537,1.34571,1.34517,1.34553,710
1757068200,1.34561,1.34600,1.34549,1.34569,655
1757069100,1.34570,1.34666,1.34550,1.34643,548
1757070000,1.34644,1.34679,1.34620,1.34661,453
1757070900,1.34665,1.34721,1.34661,1.34700,599
1757071800,1.34699,1.34721,1.34661,1.34663,478
1757072700,1.34664,1.34703,1.34649,1.34700,374
1757073600,1.34701,1.34747,1.34673,1.34745,494
1757074500,1.34748,1.34808,1.34748,1.34774,629
1757075400,1.34773,1.34782,1.34728,1.34769,435
1757076300,1.34771,1.34810,1.34746,1.34810,504
1757077200,1.34811,1.34841,1.34787,1.34831,435
1757078100,1.34833,1.34858,1.34804,1.34833,473
1757079000,1.34832,1.34846,1.34801,1.34846,465
1757079900,1.34847,1.34847,1.34778,1.34785,576
1757080800,1.34784,1.34834,1.34767,1.34820,536
1757081700,1.34821,1.34823,1.34750,1.34762,534
1757082600,1.34761,1.34761,1.34703,1.34734,424
1757083500,1.34735,1.34753,1.34616,1.34621,1000
1757084400,1.34622,1.34829,1.34577,1.34823,1593
1757085300,1.34824,1.34866,1.34771,1.34783,1538
1757086200,1.34778,1.35340,1.34774,1.35149,5411
1757087100,1.35151,1.35224,1.35063,1.35210,3335
1757088000,1.35212,1.35375,1.35198,1.35362,2912
1757088900,1.35361,1.35364,1.35137,1.35217,2959
1757089800,1.35218,1.35390,1.35162,1.35355,2483
1757090700,1.35356,1.35497,1.35356,1.35483,1877
1757091600,1.35486,1.35548,1.35410,1.35412,2403
1757092500,1.35411,1.35431,1.35188,1.35201,2590
1757093400,1.35202,1.35247,1.35050,1.35130,2859
1757094300,1.35129,1.35230,1.35093,1.35202,2284
1757095200,1.35203,1.35303,1.35186,1.35302,1508
1757096100,1.35303,1.35326,1.35249,1.35311,1487
1757097000,1.35312,1.35414,1.35301,1.35401,1250
1757097900,1.35402,1.35433,1.35305,1.35414,1203
1757098800,1.35413,1.35424,1.35358,1.35414,1019
1757099700,1.35415,1.35418,1.35347,1.35349,850
1757100600,1.35350,1.35361,1.35286,1.35321,775
1757101500,1.35319,1.35321,1.35255,1.35263,944
1757102400,1.35261,1.35263,1.35151,1.35189,1059
1757103300,1.35188,1.35224,1.35185,1.35190,622
1757104200,1.35189,1.35239,1.35146,1.35167,829
1757105100,1.35168,1.35206,1.35111,1.35128,992
1757106000,1.35129,1.35145,1.35100,1.35118,744
1757106900,1.35120,1.35145,1.35082,1.35090,634
1757107800,1.35088,1.35090,1.35010,1.35030,576
1757108700,1.35029,1.35062,1.35010,1.35052,571
1757109600,1.35051,1.35112,1.35047,1.35087,616
1757110500,1.35088,1.35110,1.35080,1.35084,311
1757111400,1.35083,1.35085,1.35034,1.35038,380
1757112300,1.35039,1.35067,1.35017,1.35027,486
1757113200,1.35029,1.35070,1.35023,1.35062,305
1757114100,1.35063,1.35070,1.35050,1.35052,153
1757115000,1.35051,1.35086,1.35041,1.35086,166
1757115900,1.35085,1.35085,1.35057,1.35064,564
1757289600,1.34994,1.35003,1.34990,1.34995,16
1757290500,1.34999,1.35012,1.34993,1.34995,32
1757291400,1.34997,1.35014,1.34992,1.34994,89
1757292300,1.34994,1.35019,1.34963,1.34978,109
1757293200,1.34978,1.35013,1.34871,1.34877,247
1757294100,1.34876,1.34924,1.34876,1.34887,304
1757295000,1.34887,1.34898,1.34822,1.34837,284
1757295900,1.34838,1.34878,1.34835,1.34864,154
1757296800,1.34865,1.34920,1.34864,1.34879,270
1757297700,1.34880,1.34904,1.34860,1.34901,189
1757298600,1.34899,1.34929,1.34885,1.34926,190
1757299500,1.34927,1.34961,1.34914,1.34926,399
1757300400,1.34925,1.34928,1.34835,1.34860,715
1757301300,1.34861,1.34905,1.34840,1.34895,379
1757302200,1.34894,1.34921,1.34879,1.34899,220
1757303100,1.34900,1.34960,1.34888,1.34960,376
1757304000,1.34962,1.35003,1.34951,1.34972,471
